ID,Code,Scientific Name,Common Name
7857,MATO2,Marlierea tomentosa,Marlierea tomentosa
7858,MAGU,Matayba guianensis,Sama negra
7859,MAIL,Maytenus ilicifolia,holythorn
7860,MAOB,Maytenus obtusifolia,Maytenus obtusifolia
7861,MARO,Maytenus robusta,Cafezinho do mato
7862,MEGL3,Meriania glabra,Meriania glabra
7863,MEPR1,Metternichia princeps,Metternichia princeps
7864,MIAL,Miconia albicans,Whiteback
7865,MICI,Miconia cinnamomifolia,jacatirao
7866,MIDO2,Miconia dodecandra,Miconia dodecandra
7867,MIPU,Miconia pusilliflora,Fruto-de-saira
7868,MICR,Micropholis crassipedicellata,Micropholis crassipedice
7869,MIAR,Mimosa artemisiana,roseira
7870,MICA,Mimosa caesalpiniifolia,sabia
7871,MOSC2,Mollinedia schottiana,Perkins pepper tree
7872,MOWI,Mollinedia widgrenii,Mollinedia widgrenii
7873,MOHI2,Mollinedia hilarii,Mollinedia hilarii
7874,MYMY2,Myrceugenia myrcioides,Myrceugenia myrcioides
7875,MYMI,Myrceugenia miersiana,Myrceugenia miersiana
7876,MYMU,Myrcia multiflora,pedra hume
7877,MYLA2,Myrcia laxiflora,Myrcia laxiflora
7878,MYRA,Myrcia racemosa,Myrcia racemosa
7879,MYSP2,Myrcia spectabilis,Myrcia spectabilis
7880,MYJA,Myrcia jailton,Myrcia jailton
7881,MYPU,Myrcia pubipetala,Araca
7882,MYAE,Myrcia aethusa,Myrcia aethusa
7883,MYVI,Myrcia vittoriana,Myrcia vittoriana
7884,MYPE1,Myroxylon peruiferum,balsamo
7885,MYRU,Myrsine rubra,capororocao
7886,MYUM,Myrsine umbellata,capororocao umbellata
7887,MYFE2,Myrsine ferruginea,Colic wood
7888,MYGU,Myrsine guianensis,Guianese colicwood
7889,NEFE,Nectandra ferruginea,canela-amarela
7890,NEOP,Nectandra oppositifolia,Nectandra oppositifolia
7891,NELA,Nectandra lanceolata,Nectandra lanceolata
7892,NERI,Nectandra rigida,Nectandra rigida
7893,NEEL,Nectandra elegans,Nectandra elegans
7894,NEGL,Neomitranthes glomerata,Neomitranthes glomerata
7895,OCNO,Ocotea notata,Ocotea notata
7896,OCIN,Ocotea indecora,Ocotea indecora
7897,ORAR,Ormosia arborea,Mariana
7898,OUCU,Ouratea cuspidata,Ouratea cuspidata
7899,PAGL,Pachira glabra,French peanut
7900,PALO,Pachystroma longifolium,Pachystroma longifolium
7901,PABR,Pachystroma brasiliensis,Pachystroma brasiliensis
7902,PAPE1,Parkia pendula,parica
7903,PEAN,Peltogyne angustiflora,Peltogyne angustiflora
7904,PEDU,Peltophorum dubium,yellow poinciana
7905,PEGL,Pera glabrata,Pera glabrata
7906,PHGE,Phyllostemonodaphne geminiflora,Phyllostemono geminiflora
7907,PIGL,Picramnia glazioviana,Picramnia glazioviana
7908,PICR2,Picrasma crenata,Pau-amargo
7909,PIPA5,Pilocarpus pauciflorus,Pilocarpus pauciflorus
7910,PIRI2,Piper rivinoides,Piper rivinoides
7911,PIAR6,Piper arboreum,tree pepper
7912,PIAM3,Piper amplum,Piper amplum
7913,PIGO,Piptadenia gonoacantha,pau-jacare
7914,PIPA1,Piptadenia paniculata,canjiquinha
7915,PIAX,Piptocarpha axillaris,Piptocarpha axillaris
7916,PLRE,Plathymenia reticulata,Pau de candeia
7917,PLRE2,Platycyamus regnellii,Mangalo
7918,PLFL,Platymiscium floribundum,Jacaranda-branco
7919,PLCA,Plinia cauliflora,Jaboticaba
7920,PLED,Plinia edulis,cambuca
7921,PLPE,Plinia peruviana,Plinia peruviana
7922,POAC,Posoqueria acutifolia,Monkey fruit
7923,POLA2,Posoqueria latifolia,Monkey apple
7924,POTO2,Pouteria torta,abiu
7925,POPS,Pouteria psammophila,Guapeba-da-praia
7926,POCA3,Pouteria caimito,Aibu
7927,PRHE,Protium heptaphyllum,Brasil resintree
7928,PSGR1,Pseudobombax grandiflorum,Brazilian shaving-brush
7929,PSPA,Pseudopiptadeni paniculata,angico-monjolo
7930,PSCO1,Pseudopiptadeni contorta,Saia-de-comadre
7931,PSLE2,Pseudopiptadeni leptostachya,Pseudopiptadenia leptos
7932,PSCA2,Psychotria carthagenensis,Psychotria carthagenensis
7933,PSNU,Psychotria nuda,Psychotria nuda
7934,PSSE,Psychotria sessilis,Psychotria sessilis
7935,PSVE,Psychotria vellosiana,Psychotria vellosiana
7936,PSLE,Psychotria leiocarpa,Psychotria leiocarpa
7937,PTVI,Pterocarpus violaceus,pau-sangue
7938,PTRO,Pterocarpus rohrii,Sangue-de-drago
7939,PTHO,Pterocarpus hockii,Pterocarpus hockii
7940,RAAR,Randia armata,Randia armata
7941,RAFE,Rapanea ferruginea,Rapanea ferruginea
7942,RAUM2,Rapanea umbellata,Rapanea umbellata
7943,RAPA,Rapanea parvifolia,Rapanea parvifolia
7944,ROBR2,Roupala brasiliensis,Roupala brasiliensis
7945,ROMO2,Roupala montana,Roupala montana
7946,RUNO,Rudgea nobilis,Rudgea nobilis
7947,RUPA2,Rudgea paniculata,Rudgea paniculata
7948,RUFO,Rustia formosa,Sobrasil
7949,SATU,Samanea tubulosa,Rain tree
7950,SAGL2,Sapium glandulosum,Sapium glandulosum
7951,SCCA,Schefflera calva,umbrella tree
7952,SCPA,Schizolobium parahyba,Brazilian fern tree
7953,SECO,Sebastiania commersoniana,Sebastiania commersoniana
7954,SELA,Seguieria langsdorfii,Limoeiro-do-mato
7955,SEFL,Seguieria floribunda,Seguieria floribunda
7956,SEMU,Senefeldera multiflora,Senefeldera multiflora
7957,SEVE,Senefeldera verticillata,Pau marfim
7958,SEPO,Senegalia polyphylla,White-tamarind
7959,SICE,Simaba cedron,Cedron
7960,SIOL,Simira oliveri,Simira oliveri
7961,SIGU,Siparuna guianensis,fever tree
7962,SIBR,Siparuna brasiliensis,Negra mina
7963,SIER,Siparuna erythrocarpa,Siparuna erythrocarpa
7964,SLMO,Sloanea monosperma,Carrapicheira
7965,SLGU,Sloanea guianensis,Urucurana
7966,SOAR1,Solanum argenteum,Silver solanum
7967,SOPS,Solanum pseudoquina,Solanum pseudoquina
7968,SOBO,Sorocea bonplandii,Soroco
7969,SOHI,Sorocea hilarii,Sorocea hilarii
7970,SPLE,Sparattosperma leucanthum,Tarumacillo
7971,STPA,Stifftia parviflora,Stifftia parviflora
7972,SWLA,Swartzia langsdorffii,pacova-de-macaco
7973,SWMY,Swartzia myrtifolia,Swartzia myrtifolia
7974,SWFR,Sweetia fruticosa,Sucupira
7975,SYVA,Symplocos variabilis,Symplocos variabilis
7976,TARO1,Tabebuia roseoalba,White trumper-tree
7978,TACA2,Tabebuia cassinoides,Caixeta
7979,TAFU,Tabernaemontana fuchsiifolia,leiteira
7980,TALA1,Tabernaemontana laeta,Guasuiririba
7981,TAVU,Tachigali vulgaris,anga
7982,TAPA3,Tachigali paratyensis,Tachigali paratyensis
7983,TAPI,Tachigali pilgeriana,Tachigali pilgeriana
7984,TAMU2,Tachigali multijuga,Tachigali multijuga
7985,TAGU,Tapirira guianensis,pau-pombo
7986,TERU,Tetrorchidium rubrivenium,Canemucu
7987,TIPR,Tibouchina prasina,Tibouchina prasina
7988,TOLE,Tovomita leucantha,Tovomita leucantha
7989,TRCA,Trichilia catigua,catigua
7990,TRLE,Trichilia lepidota,Cedrinho
7991,TRCA2,Trichilia casarettoi,Trichilia casarettoi
7992,TREL,Trichilia elegans,Pau-de-ervilha
7993,VAVE,Varronia verbenacea,Varronia verbenacea
7994,VIOL,Virola oleifera,Virola oleifera
7995,VIBI,Virola bicuhyba,Bicuiba
7996,VIPO,Vitex polygama,azeitona-do-mato
7997,VOTU,Vochysia tucanorum,Pau de tucano
7998,VOOP,Vochysia oppugnata,Canela-santa
7999,XYSE,Xylopia sericea,Pimenta de macaco
8000,XYBR,Xylopia brasiliensis,Casca de barata
8001,XYCI,Xylosma ciliatifolium,Assucara
8002,XYPS,Xylosma pseudosalzmannii,Xylosma pseudosalzmanii
8003,ZARH,Zanthoxylum rhoifolium,mamica-de-cadela
8004,ZACH,Zanthoxylum chiloperone,mamica-de-porca
8005,ZETU,Zeyheria tuberculosa,ipe-felpudo
8006,ZOIL,Zollernia ilicifolia,Pau-santo
8007,ZOGL,Zollernia glabra,Zollernia glabra
8025,PIKO,Pinus koraiensis,Korean pine
8027,PSJA,Pseudosasa japonica,arrow bamboo
8030,RHIN1,Rhododendron indicum,Rhododendron indicum
8036,SMSI,Smilax sieboldii,Smilax sieboldii
8039,THKO,Thuja koraiensis,Korean arborvitae
8040,TONU,Torreya nucifera,Japanese torreya
8055,CARI9,Callistemon rigidus,Stiff bottlebrush
8056,ILOPSA,Ilex x attenuata 'Savannah',Savannah holly
8062,TAPA13,Tabernaemontana pandacaqui,Bitter bark
8071,DICA,Dipterocarpus caudatus,Dipterocarpus caudatus
8072,HOOD,Hopea odorata,Ta-khian
8073,PABA,Palaquium bataanense,Palauium bataanense
8074,SHCO2,Shorea confusa,Shorea confusa
8082,MENI,Metrodorea nigra,Carrapateira
8084,PHBI,Philodendron bipinnatifidum,Tree philodendron
8085,DIBU,Distictis buccinatoria,Blood trumpet
8086,CROV,Crassula ovata,Jade Plant
8087,SOMA,Solandra maxima,Goldcup vine
8344,AG5,Agave,agave spp
8345,AU4,Austroeupatorium,austroeupatorium spp
8348,CR13,Critoniella,critoniella spp
8349,GU8,Guadua,guadua spp
8350,IS3,Isertia,isertia spp
8351,LE24,Leea,leea spp
8352,ME23,Megaskepasma,megaskepasma spp
8354,SW4,Swinglea,swinglea spp
8355,TR16,Trattinnickia,trattinnickia spp
8356,TR17,Trichanthera,trichanthera spp
8358,ZY,Zygia,zygia spp
8375,AIHO,Aiphanes horrida,Aiphanes horrida
8378,AREX,Araucaria excelsa,Araucaria excelsa
8381,CAHA1,Calliandra haematocephala,Tassel flower
8382,CAMA2,Calliandra magdalenae,Calliandra magdalenae
8384,CASP1,Callistemon speciosus,Callistemon speciosus
8392,CLOR,Clusia orthoneura,Clusia orthoneura
8397,FIVA,Ficus variegata,Red stem-fig
8399,GEIN,Geonoma interrupta,Geonoma interrupta
8407,RORE,Roystonea regia,Florida royal palm
8409,SYRO,Syagrus romanzoffiana,Syagrus romanzoffiana
8410,SYPA1,Syzygium paniculatum,Syzygium paniculatum
8411,THGR,Theobroma grandiflorum,Cupuassu
8412,TRLA1,Trattinnickia lawrancei,Trattinnickia lawrancei
8413,TRGI,Trichanthera gigantea,Aro blanco
8415,ZYLO,Zygia longifolia,Buscilla
8416,CIJA,Citrus x jambhiri,Citrus x jambhiri
8418,AUIN,Austroeupatorium inulifolium,Christmas bush
8419,ARGU,Ardisia guianensis,Ardisia guianensis
8420,BRPA1,Brunfelsia pauciflora,Brunfelsia pauciflora
8423,CYRU,Cycas rumphii,Cycas rumphii
8424,DRCO,Dracaena compacta,Dracaena compacta
8425,DRRE,Dracaena reflexa,Song of India
8427,JAGO,Jatropha gossypiifolia,Bellyache bush
8428,LEGU,Leea guineensis,West Indian holly
8429,MEER1,Megaskepasma erythrochlamys,Brazilian red cloak
8430,MUPA1,Murraya paniculata,China box
8431,CRAC,Critoniella acuminata ,Critoniella acuminata 
8432,SOAP,Solanum aphyodendron,Zopilote yerba
8433,SWGL,Swinglea glutinosa,Lemon swinglea
8435,ISHA,Isertia haenkeana,Firecracker plant
8442,AD8,Adenocarpus,adenocarpus spp
8443,CU9,Cuphea,cuphea spp
8445,LO8,Loropetalum,loropetalum spp
8448,PA24,Passiflora,passion flower spp
8449,PL17,Plumbago,plumbago spp
8458,CUHY,Cuphea hyssopifolia,Stardust heather
8459,RHOB1,Rhododendron obtusum,Kurume azalea
8460,PLAU1,Plumbago auriculata,Cape leadwort
8461,ADLA,Adenocarpus lainzii,Adenocarpus lainzii
8462,LOCH,Loropetalum chinense,Fringe flower
8463,PITONA,Pittosporum tobira 'Nanum',Japanese mock orange
8464,CUME,Cuphea mexicana,False heather
8465,TEJA,Gardenia jasminoides,Bower of beauty
8466,CUSEST,Cupressus sempervirens 'Stricta',Mediterranean cypress
8467,ABMA1,Abies x masjoannis,Masjoannis fir
8472,JUPF,Juniperus x pfitzeriana,Pfitzer juniper
8519,SO8,Sonneratia,sonneratia spp
8630,AR24,Areca,areca spp
8631,AR25,Arenga,arenga spp
8632,AS7,Ascarina,ascarina spp
8634,CA63,Caloncoba,caloncoba spp
8636,CE25,Ceriops,ceriops spp
8639,CO48,Cola,cola spp
8640,CO49,Combretum,combretum spp
8642,DE16,Dendrocnide,dendrocnide spp
8643,DI15,Dimocarpus,dimocarpus spp
8644,DO4,Dolichandrone,dolichandrone spp
8645,DU3,Durio,Durio spp
8646,EX5,Excoecaria,Excoecaria spp
8647,GU9,Guamia,Guamia spp
8649,HE27,Heterospathe,Heterospathe spp
8651,IN3,Inocarpus,Inocarpus spp
8652,IN4,Intsia,Intsia spp
8653,KO7,Koanophyllon,Koanophyllon spp
8654,LA21,Lansium,Lansium spp
8655,LU8,Lumnitzera,Lumnitzera spp
8659,ME26,Metroxylon,Metroxylon spp
8660,MO13,Monodora,Monodora spp
8661,MU6,Mussaenda,Mussaenda spp
8662,NE19,Neisosperma,Neisosperma spp
8664,NE21,Nephelium,Nephelium spp
8665,NE22,Neuburgia,Neuburgia spp
8666,OS5,Osmoxylon,Osmoxylon spp
8668,PE21,Pemphis,Pemphis spp
8671,PI25,Pinanga,Pinanga spp
8673,SA28,Sandoricum,Sandoricum spp
8677,SY9,Synsepalum,Synsepalum spp
8682,XY5,Xylocarpus,Xylocarpus spp
8683,AG6,Aglaia,Aglaia spp
8684,CE26,Cerbera,Cerbera spp
8686,ME27,Melanolepis,Melanolepis spp
8687,PA25,Pangium,Pangium spp
8731,DELA13,Dendrocnide latifolia,kahtat
8732,FIGO,Ficus godeffroyi,mati
8733,FIPR2,Ficus prolixa,banyan
8734,CLMA25,Claoxylon marianum,katteknau
8735,FISA,Ficus saffordii,chinese banyan
8736,FITI2,Ficus tinctoria,dye fig
8737,MUFR3,Mussaenda frondosa,dhoobi tree
8738,METO4,Melochia tomentosa,teabush
8739,EXAG,Excoecaria agallocha,blinding tree
8740,SYDU,Synsepalum dulcificum,Miracle Berry
8741,NECE,Neuburgia celebica,kalm
8742,GAXA,Garcinia xanthochymus,False mangosteen
8743,EUTH4,Eugenia thompsonii,atoto
8744,EUJA4,Eugenia javanica,wax apple
8745,PIJA1,Piper jacquemontianum,Caracas pepper
8746,FLRU2,Flacourtia rukam,rukam
8747,GLMA9,Glochidion marianum,luwekienloal
8748,EUPA28,Eugenia palumbis,agatelang
8749,GAMY,Garcinia myrtifolia,garcinia
8750,FISY2,Ficus sycomorus,sycamore fig
8751,LULI8,Lumnitzera littorea,red flower black mangrove
8752,HOAM2,Horsfieldia amklaal,emeklachel
8753,CASA28,Caesalpinia sappan,sappanwood
8754,TARO3,Tabernaemontana rotensis,Tabernaemontana rotensis
8755,KOPO,Koanophyllon polyodon,Islandthicket thoroughwort
8756,MEMA16,Meryta macrophylla,fagufagu
8757,HEEL9,Heterospathe elata,sagasi palm
8758,GUSP3,Guettarda speciosa,beach gardenia
8759,CAEC2,Caloncoba echinata,gorli
8760,MESE11,Meryta senfftiana,omechidel
8761,OCMO4,Ochna mossambicensis,African bird's-eye bush
8762,PIAR8,Pipturus argenteus,native mulberry
8763,EUAQ,Eugenia aquea,water apple
8764,CIHY2,Citrus hystrix,kaffir lime
8765,MUTE6,Musa textilis,abaca
8766,MEMU10,Melanolepis multiglandulosa,alom
8767,LEMO20,Leptospermum morrisonii,large-leaf yellow teatree
8768,COTE15,Combretum tetralophum,ochaol
8769,BULA10,Buxus laevigata,Smooth box
8770,MEAM4,Metroxylon amicarum,ivory-nut palm
8771,PIIN5,Pinanga insignis,pinang palm
8772,ARPI6,Arenga pinnata,sugar palm
8773,ARCA41,Areca catechu,betel palm
8774,HOPA10,Horsfieldia palauensis,chersachel
8775,MESA7,Metroxylon sagu,true sago palm
8776,ALTI2,Allophylus timorensis,ebeludes
8777,ALTE13,Allophylus ternatus,chebeludes
8778,WEAF,Weinmannia affinis,weinmannia
8779,CETA2,Ceriops tagal,indian mangrove
8780,LATR4,Labordia triflora,three flower labordia
8781,QUIN,Quassia indica,bitter wood
8782,POGR28,Polyscias grandifolia,aralia
8783,CIMA10,Citrus macroptera,melanesian papeda
8784,KHAN,Khaya anthotheca,east african mahogany
8785,INBI,Intsia bijuga,ipil
8786,MYRU3,Myrica rubra,red bayberry
8787,LADO2,Lansium domesticum,Langsat
8788,MOMY,Monodora myristica,calabash nutmeg
8789,MAOD2,Mammea odorata,chopak
8790,XYGR,Xylocarpus granatum,cannonball mangrove
8791,MAAP5,Matayba apetala,Matayba apetala
8792,HELO12,Heritiera longipetiolata,ufa halemtano
8793,STAN9,Streblus anthropophagorum,streblus
8794,TECA16,Terminalia carolinensis,Kaima tree
8795,TESA2,Terminalia samoensis,talie
8796,TESU2,Terminalia superba,superb terminalia
8797,TRCA33,Trema cannabina,poison peach
8798,CEDI12,Cerbera dilatata,grey milkwood
8799,MAOD,Mangifera odorata,kwini
8800,PAPA38,Pandanus palawensis,ertochet
8801,MYBA3,Myroxylon balsamum,balsam of Tolu
8802,NEOP1,Neisosperma oppositifolia,Twin-Apple
8803,NELA7,Nephelium lappaceum,Rambutan
8804,OSMA,Osmoxylon mariannense,osmoxylon
8805,PAAQ2,Pachira aquatica,guiana chestnut
8806,PAAI,Pandanus aimiriikensis,pandanus
8807,INFA3,Inocarpus fagifer,tahitian chestnut
8808,PAMA32,Pandanus macrojeanneretia,ongor
8809,HONU2,Horsfieldia nunu,nunu
8810,PAPA39,Pandanus patina,peet
8811,PAED4,Pangium edule,keluak
8812,GUMA4,Guamia mariannae,paipai
8813,PACO51,Pandanus cominsii,matal
8814,AGMA14,Aglaia mariannensis,Titimel
8815,XYMO2,Xylocarpus moluccensis,cedar mangrove
8816,PADU3,Pandanus dubius,bakong
8817,CAOV7,Canarium ovatum,Pili Nut
8818,CYRA8,Cynometra ramiflora,cynometra
8819,DOSP3,Dolichandrone spathacea,mangrove trumpet
8820,CIAR8,Cinnamomum aromaticum,Chinese cassia
8821,ENEL,Endiandra elaeocarpa,elaeocarpa
8822,DILO7,Dimocarpus longan,longan
8823,PAKA2,Pandanus kanehirae,buuk
8824,ALTR11,Aleurites trisperma,Philippine tung
8825,PEAC6,Pemphis acidula,Pemphis
8826,COAC4,Cola acuminata,abata cola
8827,CAIN42,Canarium indicum,java almond
8828,ASDI14,Ascarina diffusa,Ascarina
8829,AROD2,Artocarpus odoratissimus,Marang
8830,ARMA28,Artocarpus mariannensis,Marianas breadfruit
8831,ANBU3,Antidesma bunius,bignay
8832,ANDI11,Annona diversifolia,ilama
8833,CYPO11,Cyathea ponapeana,kattar
8834,PRCI4,Prosopis cineraria,jand
8835,TEFL5,Tetraplasandra flynnii,Flynn's 'ohe
8836,MATH3,Macaranga thompsonii,Macaranga thompsonii
8837,SOAL10,Sonneratia alba,Mangrove apple
8838,SAKO4,Sandoricum koetjape,cottonfruit
8839,RODE5,Rollinia deliciosa,biriba
8840,RHAP2,Rhizophora apiculata,Tall-stilt mangrove
8841,CISE2,Cinnamomum sessilifolium,matieu
8842,PTMA1,Pteralyxia macrocarpa,ridged pteralyxia
8843,CIMI3,Citrus mitis,musk lime
8844,POOB8,Pouteria obovata,Yellow boxwood
8845,PIOO2,Pinus oocarpa,Egg-cone pine
8846,PIME2,Pinus merkusii,Merkus pine
8847,PICA18,Pinus caribaea,Caribbean pine
8848,DUZI,Durio zibethinus,Durian
8849,EUCA16,Eugenia caryophyllus,cloves
8857,QUCO1,Quercus coccifera,Kermes oak
8864,CASE1,Castanopsis sieboldii,Itajii chinkapin
8867,DA31,Daphniphyllum,daphniphyllum spp
8868,DAMA,Daphniphyllum macropodum,Daphniphyllum
8869,DEMO,Dendropanax morbiferus,Korean dendropanax
8870,EUJA1,Eurya japonica,Japanese eurya
8872,PETH,Persea thunbergii,Japanese bay tree
8873,NE6,Neolitsea,neolitsea spp
8874,NEAC,Neolitsea aciculata,Neolitsea aciculata
8882,EULO2,Euphorbia longana,Euphorbia longana
8883,GLPH,Glochidion phillppicum,Little cheese tree
8884,AICA,Aidia canthioides,Aidia canthioides
8885,CIOS,Cinnamomum osmophloeum,Cinnamomum osmophloeum
8886,FIIR,Ficus irisana,Ficus irisana
8887,MIFO1,Michelia formosana,Michelia formosana
8888,FISE,Ficus septica,Hauli tree
8889,CIKA,Cinnamomum kanehirai,Cinnamomum kanehirai
8890,CAFO,Calocedrus formosana,Taiwan incense-cedar
8891,HYAM,Hyophorbe amaricaulis,Loneliest palm
8892,MA9,Machilus,machilus spp
8893,MAZU,Machilus zuihoensis,Machilus zuihensis
8894,AE3,Aegle,aegle spp
8895,SC17,Scolopia,scolopia spp
8897,LY,Lysidice,lysidice spp
8900,BR16,Brownea,brownea
8901,SC18,Schima,schima spp
8902,HE30,Heteropanax,heteropanax spp
8903,AQ,Aquilaria,aquilaria
8906,AQSI,Aquilaria sinensis,Incense Tree
8907,HEFR1,Heteropanax fragrans,Huang san feng
8908,SCSU,Schima superba,Mu he
8909,BRGR1,Brownea grandiceps,Rose of Venezuela
8910,ENCH,Endospermum chinense,Endospermum chinense
8911,DRDU,Dracontomelon duperreanum,Cay Sau
8912,HYAN9,Hydnocarpus anthelminthicus,Hydnocarpus anthelminthicus
8913,LYRH,Lysidice rhodostegia,Lysidice
8914,SCSA,Scolopia saeva,Kwangtung Scolopia
8920,CAOD1,Capparis odoratissima,Olivo santo
8921,MEOL,Melicoccus oliviformis,Cotopri
8922,SAMA3,Sabal mauritiiformis,Tinidad palm
8933,PA9,Parinari,parinari spp
8940,PAPA,Parinari pachyphylla,Perehuetano
8948,PEGU,Pereskia guamacho,Guamacho
8950,NY,Nyctanthes,nyctanthes spp
8952,PU1,Putranjiva,Putranjiva
8962,PUPU,Putranjiva roxburghii,Lucky bean tree
8963,NYNA,Nyctanthes arbor-tristis,Night Flowering jasmine
8968,BAGA1,Bactris gasipaes,Peach palm
8970,QUILBA,Quercus ilex 'Ballota',Evergreen oak
8993,PIME1,Picea meyeri,Meyers spruce
9003,CESI1,Cephalotaxus sinensis,Cephalotaxus sinens
9004,TACH4,Taxus chinensis,Chinese yew
9006,ILLA1,Ilex latifolia,Lusterleaf holly
9011,TABAFA,Taxus baccata 'Fastigiata',Irish yew
9016,AS1,Astianthus,astianthus spp
9019,CO37,Cortaderia,cortaderia spp
9020,DA11,Dasylirion,dasylirion spp
9021,IP,Ipomoea,ipomoea spp
9024,MY12,Myrtillocactus,myrtillocactus spp
9027,SE5,Senecio,senecio spp
9028,TA12,Talauma,talauma spp
9029,VE5,Verbesina,verbesina spp
9030,ZA1,Zaluzania,zaluzania spp
9031,BADI,Bauhinia divaricata,Pom pom orchid tree
9032,ACAN3,Acacia angustissima,Prairie acacia
9033,JUMO1,Juniperus monticola,Mexican juniper
9044,LYDI,Lysiloma divaricatum,Mauto
9045,LEES,Leucaena esculenta,Guaje
9046,QUCR1,Quercus crassifolia,Leather leaf Mexican oak
9047,MIBE,Mimosa benthamii,Mimosa benthamii
9052,RHPA,Rhus pachyrrhachis,Rhus pachyrhachis
9055,THOV,Thevetia ovata,Thevetia ovata
9060,COSE,Cortaderia selloana,Uruguayan pampas grass
9061,YURO,Yucca rostrata,Beaked yucca
9062,MUEN,Musa ensete,Ethiopian banana
9063,YUFI,Yucca filifera,St. Peter's palm
9064,SESA,Senecio salignus,Willow ragwort
9065,SALE3,Salvia leucantha,Mexican bush sage
9066,DRMA,Dracaena marginata,Madagascar dragon tree
9067,SCEL,Schefflera elegantissima ,Falsa aralia
9068,VEFA,Verbesina fastigiata,Verbesina fastigiata
9069,IPCAFI,Ipomoea carnea ssp. Fistulosa,Bush morning glory
9070,BACO,Baccharis conferta,Baccharis conferta
9071,DAAC,Dasylirion acrotrichum,Great desert spoon
9072,DAWH,Dasylirion wheeleri,Spoon flower
9073,MAAR1,Malvaviscus arboreus,Wax mallow
9074,ZAAU,Zaluzania augusta,Zaluzania augusta
9075,ACPE2,Acacia pennatula,Fern-leaf acacia
9079,JADI1,Jatropha dioica,Leatherstem
9080,CETO3,Cestrum tomentosum,Cestrum tomentosum
9081,NOPA1,Nolina parviflora,Mexican grass tree
9082,COME1,Condalia mexicana,Condalia mexicana
9109,QUAC1,Quercus acutifolia,Quercus acutifolia
9111,PIHA1,Pinus hartwegii,Hartweg's pine
9112,IPMU,Ipomoea murucoides,Foolish dove
9113,EHTI,Ehretia tinifolia,Cherry ehretia
9114,QUGE1,Quercus germana,Royal oak
9115,PIPS,Pinus pseudostrobus,Smooth-bark Mexican pine
9116,PIDO,Pinus douglasiana,Douglas pine
9117,PITE1,Pinus tenuifolia,Pinus tenuifolia
9118,QUOB1,Quercus obtusata,Quercus obtusata
9119,CUBE,Cupressus benthamii,Mexican cypress
9121,ORXA,Oreopanax xalapensis,Mano de león
9122,MASC,Magnolia schiedeana,Magnolia schiedeana
9123,PIDU1,Pinus durangensis,Durango pine
9124,TRGL,Trichilia glabra,Trichilia glabra
9125,TAME,Talauma mexicana,Talauma mexicana
9126,TESY1,Ternstroemia sylvatica,Ternstroemia sylvatica
9127,TUIN,Turpinia insignis,Turpinia insignis
9129,ABRE,Abies religiosa,Sacred fir
9134,ASVI,Astianthus viminalis,Astianthus viminalis
9137,PIDE1,Pinus devoniana,Michoacan pine
9140,EHLA,Ehretia latifolia,Ehretia latifolia
9144,PIPI3,Pinus pinceana,Weeping pinyon pine
9145,PIOA,Pinus oaxacana,Pinus oaxacana
9146,PIMA1,Pinus maximartinezii,Martinez pinyon
9147,PIGR,Pinus greggii,Gregg's pine
9149,STDU,Stenocereus dumortieri,Stenocereus dumortieri
9150,MYGE,Myrtillocactus geomentrizana,Blue candle
9151,CEMA1,Cereus marginatus,Central Mexico organ pipe
9241,QUCA6,Quercus castanea,Quercus castanea
9257,PITE2,Pinus teocote,Aztec pine
9263,PT5,Pterocymbium,Pterocymbium spp
9266,CALU13,Canarium luzonicum,Manila elemi
9267,STAS,Streblus asper,Kalios
9268,ANGH,Antidesma ghaesembilla,Black currant-tree
9269,ARBL,Artocarpus blancoi,Antipolo
9274,OLOL,Olea ferruginea,Kahu
9277,PINI5,Pinus nigra ssp. pallisiana,Anatolian black pine
9278,PISY1,Pinus sylvestris v. hamata,Balkan scotch pine
9279,SA8,Salvadora,salvadora spp
9280,SAOL,Salvadora oleoides,Vann
9281,CACD,Capparis decidua,Karira
9285,FIAU3,Ficus auriculata,Roxburgh fig
9286,VE6,Vernonia,vernonia spp
9287,BO5,Borassus,borassus spp
9288,BR2,Brucea,brucea spp
9289,BE5,Bersama,bersama spp
9290,MA15,Maesa,maesa spp
9292,SE6,Searsia,searsia spp
9293,EU4,Euclea,euclea spp
9294,OS,Osyris,osyris spp
9295,ST9,Stereospermum,Stereospermum spp
9296,CASP4,Carissa spinarum,Conkerberry
9299,ABAB,Dovyalis abyssinica,Abyssinian Gooseberry
9301,PHDO,Phytolacca dodecandra,African soapberry
9302,RHPR1,Rhamnus prinoides,Blinkblaar
9303,OSCO,Osyris compressa,Cape sumach
9304,EURA1,Euclea racemosa,Sea guarrie
9305,ROAB1,Rosa abyssinica,Ethiopian rose
9307,BOAE,Borassus aethiopum,African fan palm
9308,ACSC3,Acokanthera schimperi,Arrow-poison tree
9309,PRAN3,Premna angolensis,Muhorro
9317,POAF,Pouteria adolfi-friedericii,Qararoo
9318,BEAB,Bersama abyssinica,Winged bersama
9319,FIVA1,Ficus vasta,Fig tree
9320,VEAM,Vernonia amygdalina,Bitter leaf
9321,PRRE1,Premna resinosa,Premna resinosa
9322,JUPR1,Juniperus procera,African juniper
9324,HYRE,Hypericum revolutum,Curry bush
